,Sentence,scores,compound,pos,neg,type
757,"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .","{'neg': 0.081, 'neu': 0.775, 'pos': 0.143, 'compound': 0.3818}",0.3818,0.143,0.081,POS
758,"Under a preliminary estimation , the technology park will measure about 50,000 square meters .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
759,The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",0.4939,0.176,0.0,POS
760,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}",0.296,0.104,0.0,POS
761,"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.296}",0.296,0.087,0.0,POS
762,"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
763,"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
764,"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.5267}",0.5267,0.101,0.0,POS
765,"RT FITZSTOCK2004: $IYT http://stks.co/1NBF the Transports always lead  the way, and  they broke DT  line  1st, MACD cross,  bull  flag=","{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.4215}",-0.4215,0.0,0.128,NEG
766,"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
767,The diesel margin has remained high .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
768,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,"{'neg': 0.104, 'neu': 0.766, 'pos': 0.131, 'compound': 0.1531}",0.1531,0.131,0.104,POS
769,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury","{'neg': 0.181, 'neu': 0.603, 'pos': 0.216, 'compound': 0.1027}",0.1027,0.216,0.181,POS
770,"The growth in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .","{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.4939}",0.4939,0.16,0.0,POS
771,The maximum number of new shares to be offered is 22 million .,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.3612}",0.3612,0.259,0.0,POS
772,"Marimekko makes all sorts of colorful little impulse buys `` umbrellas , baby bibs , change purses `` and they 're all for sale , the better to take advantage of shoppers who ca n't commit to furniture but want a piece of the action .","{'neg': 0.033, 'neu': 0.854, 'pos': 0.113, 'compound': 0.3519}",0.3519,0.113,0.033,POS
773,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .","{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.5574}",0.5574,0.137,0.0,POS
774,"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .","{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.7096}",0.7096,0.156,0.0,POS
775,"The guidance has been set at 90 basis points over mid-swaps , the report said .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
776,"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
777,"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min","{'neg': 0.116, 'neu': 0.792, 'pos': 0.092, 'compound': -0.1779}",-0.1779,0.092,0.116,NEG
778,The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
779,"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action","{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.296}",0.296,0.115,0.0,POS
780,ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.296}",0.296,0.155,0.0,POS
781,"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .","{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.5423}",0.5423,0.164,0.0,POS
782,The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
783,"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .","{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.3818}",0.3818,0.11,0.0,POS
784,"When new types of network elements are added to the network , the conversion file is updated by adding the information required for converting the message format of the new network element type to the format understood by the management system .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
785,"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.6124}",0.6124,0.172,0.0,POS
786,We have made long-term investments in developing the system 's implementation model .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
787,"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been selected by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .","{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.7184}",0.7184,0.233,0.0,POS
788,$AAPL I am big OUT from this. seems its falling towards 530.. :(,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0.0,0.31,NEG
789,"The NTSB said investigators are set to conduct sight distance tests on July 18 , using trains similar to those involved in the accident .","{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0.0,0.124,NEG
790,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,"{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.0,0.059,NEG
791,"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .","{'neg': 0.27, 'neu': 0.73, 'pos': 0.0, 'compound': -0.5719}",-0.5719,0.0,0.27,NEG
792,"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
793,The contract will take effect in 2009 for a five or ten year period .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
794,"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.128}",0.128,0.097,0.0,POS
795,Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
796,Three students from Universiti Sains Malaysia have won a study trip to Helsinki .,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}",0.5719,0.252,0.0,POS
797,"Finnish property investment company Citycon will expand and refurbish +àkersberga shopping center in Stockholm , in Sweden .","{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.3182}",0.3182,0.133,0.0,POS
798,5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6369}",0.6369,0.208,0.0,POS
799,"UPDATE: Persimmon Profit Up Strongly, Outlook Positive","{'neg': 0.0, 'neu': 0.317, 'pos': 0.683, 'compound': 0.8225}",0.8225,0.683,0.0,POS
800,Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.0772}",0.0772,0.058,0.0,POS
801,"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds .","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.5106}",0.5106,0.171,0.0,POS
802,"RPT-Old Mutual Q1 gross sales beat forecasts, up 18 pct","{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0.0,0.256,NEG
803,The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.3818}",0.3818,0.088,0.0,POS
804,"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share .","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.7351}",0.7351,0.171,0.0,POS
805,"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
806,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a","{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.0,0.067,NEG
807,"@sharkbiotech If anyone is selling/shorting $AGN b/c you believe $ENDP rumors to be realistic, then I'll take the other side of that trade","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
808,The company is listed on the Nordic Exchange in Helsinki .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
809,$PYPL great vol flow trade here.. Love this company long time.,"{'neg': 0.0, 'neu': 0.52, 'pos': 0.48, 'compound': 0.8519}",0.8519,0.48,0.0,POS
810,$V A potential bearish shark pattern if point B $226 to be taken out. http://stks.co/i0GGH,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
811,"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.7506}",0.7506,0.252,0.0,POS
812,"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
813,"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+ä+äN SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+ñ+ñn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
814,Productional situation has now improved .,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.4767}",0.4767,0.437,0.0,POS
815,"SSH Communications Security Corporation is headquartered in Helsinki , Finland .","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}",0.34,0.231,0.0,POS
816,"For the full 2010 the company expects its net sales and operating result to improve from the previous year , saying that a positive operating result and its amount will depend on the order intake by the end of the summer .","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.7579}",0.7579,0.149,0.0,POS
817,"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .","{'neg': 0.226, 'neu': 0.684, 'pos': 0.089, 'compound': -0.3818}",-0.3818,0.089,0.226,NEG
818,Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.4404}",0.4404,0.083,0.0,POS
819,"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
820,"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.7845}",0.7845,0.241,0.0,POS
821,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
822,"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .","{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.4404}",0.4404,0.086,0.0,POS
823,The new technology improves the glass quality and consistency while increasing throughput .,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}",0.4215,0.203,0.0,POS
824,LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.5719}",0.5719,0.139,0.0,POS
825,"@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.","{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.6597}",-0.6597,0.0,0.293,NEG
826,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,0.244,0.0,POS
827,"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .","{'neg': 0.073, 'neu': 0.732, 'pos': 0.194, 'compound': 0.4215}",0.4215,0.194,0.073,POS
828,Finnish forest machinery manufacturer Ponsse has issued a profit warning .,"{'neg': 0.195, 'neu': 0.569, 'pos': 0.236, 'compound': 0.128}",0.128,0.236,0.195,POS
829,"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .","{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.34}",0.34,0.107,0.0,POS
830,Rental of building equipment accounted for 88 percent of the operating income .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
831,The measures result from weak demand in the shipbuilding industry .,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.5267}",-0.5267,0.0,0.355,NEG
832,"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
833,"In addition to the demand in Finland , the export of lining stone products also increased .","{'neg': 0.09, 'neu': 0.783, 'pos': 0.127, 'compound': 0.1531}",0.1531,0.127,0.09,POS
834,The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,"{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.1531}",0.1531,0.082,0.0,POS
835,`` They 've already allocated money for the inventory .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
836,"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .","{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.296}",0.296,0.068,0.0,POS
837,EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}",0.4019,0.213,0.0,POS
838,The annual value of the contracts is estimated at USD 2mn over the next three years .,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.34}",0.34,0.138,0.0,POS
839,"In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
840,"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
841,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.4404}",0.4404,0.079,0.0,POS
